Date,Close,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11
2022-10-12 04:00:00,882.25,-36.84568594275483,-98.66621959306073,161.91377241763215,-33.73136123911702,-9.974246513234302,62.889966550652524,-12.04307544530678,12.259995319590928,226.95394982954627,-79.58364029540256,702.5670477464942
2022-10-13 04:00:00,892.25,127.31547331102756,-37.9216372285815,110.83483926664556,-43.659954877536286,-9.574230688129918,63.94423424663464,-9.880668841815833,10.440837895467439,227.17335804716146,-79.59330750528946,702.5899004175722
2022-10-14 04:00:00,859.75,-113.13305922240218,97.89652506935607,25.202512016663952,-50.623136641392755,-8.296782615688585,64.6182274173607,-7.729304161639277,8.6217498133032,227.3915774885126,-79.60294563772734,702.6127258712809
2022-10-17 04:00:00,861.0,133.06093061735618,-13.660848407343991,-74.88013554107785,-53.48614619990972,-6.07310423477142,64.92484985428344,-5.592623614189937,6.802992746723959,227.60861048244615,-79.61255472723062,702.6355240986686
2022-10-18 04:00:00,849.5,-173.6947309689767,-93.23315074777065,-162.733044015024,-51.05782138678707,-2.890799319762067,64.87700534885606,-3.4742694088810686,4.984828369355043,227.82445935780893,-79.62213480831363,702.6582950907831
2022-10-19 04:00:00,841.25,214.23154109494735,40.22961955610689,-213.1050657641671,-41.936026602180725,1.051554921410577,64.48744184950193,-1.3777279120963755,3.1675183548220645,228.0391264434474,-79.63168591549103,702.6810388386729
2022-10-20 04:00:00,849.25,189.45743707524156,91.16900300427142,-212.36175593724593,-25.34205659910687,5.50288182090769,63.76815672606038,0.6942650883647552,1.3513243767506964,228.252614068208,-79.64120808327701,702.7037553333853
2022-10-21 04:00:00,850.75,-250.75948500900049,14.78568633577411,-154.11646715928384,-3.200925381670892,10.212104710890056,62.73048267945752,2.739638473615713,-0.46349189123311874,228.46492456093748,-79.65070134618644,702.7264445659695
2022-10-24 04:00:00,838.75,-171.50640119348478,-77.42259991798093,-58.820056549510674,21.88642323325051,14.928146923518856,61.38554514749726,4.756528387892246,-2.2766687755038504,228.67606025048198,-79.66016573873314,702.7491065274734
2022-10-25 04:00:00,834.75,222.70613378560478,-88.9461951150347,47.50480999183732,47.31904542878019,19.399931790954607,59.74414934138131,6.74339120203271,-4.087944602435584,228.88602346568854,-79.66960129543212,702.7717412089446
2022-10-26 04:00:00,840.5,-195.4079588031968,13.485165629741712,142.94684467414862,70.4959973880409,23.376382645358657,57.817020415660195,8.698763343526334,-5.897057698403671,229.09481653540394,-79.679008050798,702.7943486014324
2022-10-27 04:00:00,838.5,169.6953047228349,77.22909609035288,202.44202520926322,88.81633529415626,26.60642281889148,55.614883524884945,10.621181239861787,-7.703746389781315,229.30244178847383,-79.68838603934452,702.8169286959838
2022-10-28 04:00:00,829.25,-152.54252226766505,11.675477139404823,207.54237665335913,99.67911533024878,28.838916547758693,53.14852291956164,12.509181318528645,-9.507749002943388,229.50890155374515,-79.69773529558636,702.8394814836479
2022-10-31 04:00:00,882.25,145.47779498187862,-54.98601893883599,169.9945327519023,101.2122586607836,29.821327734097054,50.43012318426475,14.361300007015753,-11.308803864264178,229.7141981600649,-79.70705585403836,702.8620069554722
2022-11-01 04:00:00,902.5,-145.04104734618357,-2.897533756802415,106.76264597666322,94.39076534409337,29.36436757198278,47.47700264313151,16.17607373281226,-13.106649300117974,229.91833393627888,-79.71634774921456,702.884505102505
2022-11-02 04:00:00,846.0,146.59433203532268,32.33383260073413,35.690444754138454,80.64497629384725,27.549432060761877,44.30931894103347,17.95203892340739,-14.901023636879103,230.1213112112342,-79.72561101562958,702.906975915794
2022-11-03 04:00:00,840.5,-148.02520646940008,-12.460713710437027,-27.76603541301676,61.33685139221408,24.525879388658257,40.94764856546639,19.68773200628992,-16.691665200921882,230.3231323137771,-79.73484568779807,702.9294193863884
2022-11-04 04:00:00,847.75,-37.30172475899836,-22.081910615069948,-79.3099716535676,37.82835052136093,20.443067743897647,37.41256800392409,21.38168940894928,-18.478312318620603,230.52379957275426,-79.74405180023412,702.9518355053365
2022-11-07 05:00:00,845.75,156.6757319344946,6.9386446845206375,-116.83394619349774,11.48143356345653,15.450355314704442,33.724653743901406,23.0324475588746,-20.260703316349684,230.72331531701192,-79.75322938745241,702.9742242636852
2022-11-08 05:00:00,827.75,-168.82216849517002,27.54893826172749,-135.8289490162386,-16.34193959933132,9.69710028930379,29.904482272893226,24.63854288355465,-22.03857652048368,230.92168187539747,-79.76237848396711,702.9965856524831
